"hs2_code","hs2_heading","hs4_code","hs4_heading"
"72","Iron & steel","7203","Iron Reductions"
"72","Iron & steel","7204","Scrap Iron"
"72","Iron & steel","7205","Iron Powder"
"72","Iron & steel","7206","Iron Ingots"
"72","Iron & steel","7207","Semi-Finished Iron"
"72","Iron & steel","7208","Hot-Rolled Iron"
"72","Iron & steel","7209","Cold-Rolled Iron"
"72","Iron & steel","7210","Coated Flat-Rolled Iron"
"72","Iron & steel","7211","Large Flat-Rolled Iron"
"72","Iron & steel","7212","Large Coated Flat-Rolled Iron"
"72","Iron & steel","7213","Hot-Rolled Iron Bars"
"72","Iron & steel","7214","Raw Iron Bars"
"72","Iron & steel","7215","Other Iron Bars"
"72","Iron & steel","7216","Iron Blocks"
"72","Iron & steel","7217","Iron Wire"
"72","Iron & steel","7218","Stainless Steel Ingots"
"72","Iron & steel","7219","Large Flat-Rolled Stainless Steel"
"72","Iron & steel","7220","Flat-Rolled Stainless Steel"
"72","Iron & steel","7221","Hot-Rolled Stainless Steel Bars"
"72","Iron & steel","7222","Other Stainless Steel Bars"
"72","Iron & steel","7223","Stainless Steel Wire"
"72","Iron & steel","7224","Steel Ingots"
"72","Iron & steel","7225","Flat Flat-Rolled Steel"
"72","Iron & steel","7226","Flat-Rolled Iron"
"72","Iron & steel","7227","Steel Bars"
"72","Iron & steel","7228","Other Steel Bars"
"72","Iron & steel","7229","Steel Wire"
"72","Iron & steel","7298","Small shipments in extra trade (Chapter 72)"
"73","Iron/Steel Articles","7301","Iron Sheet Piling"
"73","Iron/Steel Articles","7302","Iron Railway Products"
"73","Iron/Steel Articles","7303","Cast Iron Pipes"
"73","Iron/Steel Articles","7304","Iron Pipes"
"73","Iron/Steel Articles","7305","Other Large Iron Pipes"
"73","Iron/Steel Articles","7306","Other Small Iron Pipes"
"73","Iron/Steel Articles","7307","Iron Pipe Fittings"
"73","Iron/Steel Articles","7308","Iron Structures"
"73","Iron/Steel Articles","7309","Large Iron Containers"
"73","Iron/Steel Articles","7310","Small Iron Containers"
"73","Iron/Steel Articles","7311","Iron Gas Containers"
"73","Iron/Steel Articles","7312","Stranded Iron Wire"
"73","Iron/Steel Articles","7313","Barbed Wire"
"73","Iron/Steel Articles","7314","Iron Cloth"
"73","Iron/Steel Articles","7315","Iron Chains"
"73","Iron/Steel Articles","7316","Iron Anchors"
"73","Iron/Steel Articles","7317","Iron Nails"
"73","Iron/Steel Articles","7318","Iron Fasteners"
"73","Iron/Steel Articles","7319","Iron Sewing Needles"
"73","Iron/Steel Articles","7320","Iron Springs"
"73","Iron/Steel Articles","7321","Iron Stovetops"
"73","Iron/Steel Articles","7322","Iron Radiators"
"73","Iron/Steel Articles","7323","Iron Housewares"
"73","Iron/Steel Articles","7324","Iron Toiletry"
"73","Iron/Steel Articles","7325","Other Cast Iron Products"
"73","Iron/Steel Articles","7326","Other Iron Products"
"73","Iron/Steel Articles","7398","Small shipments in extra trade (Chapter 73)"
"74","Copper articles","7401","Precipitated Copper"
"74","Copper articles","7402","Raw Copper"
"74","Copper articles","7403","Refined Copper"
"74","Copper articles","7404","Scrap Copper"
"74","Copper articles","7405","Copper Alloys"
"74","Copper articles","7406","Copper Powder"
"74","Copper articles","7407","Copper Bars"
"74","Copper articles","7408","Copper Wire"
"74","Copper articles","7409","Copper Plating"
"74","Copper articles","7410","Copper Foil"
"74","Copper articles","7411","Copper Pipes"
"74","Copper articles","7412","Copper Pipe Fittings"
"74","Copper articles","7413","Stranded Copper Wire"
"74","Copper articles","7414","Endless Copper Wire Bands"
"74","Copper articles","7415","Copper Fasteners"
"74","Copper articles","7416","Copper Springs"
"74","Copper articles","7417","Copper Stovetops"
"74","Copper articles","7418","Copper Housewares"
"74","Copper articles","7419","Other Copper Products"
"74","Copper articles","7498","Small shipments in extra trade (Chapter 74)"
"75","Nickel articles","7501","Nickel Mattes"
"75","Nickel articles","7502","Raw Nickel"
"75","Nickel articles","7503","Scrap Nickel"
"75","Nickel articles","7504","Nickel Powder"
"75","Nickel articles","7505","Nickel Bars"
"75","Nickel articles","7506","Nickel Sheets"
"75","Nickel articles","7507","Nickel Pipes"
"75","Nickel articles","7508","Other Nickel Products"
"75","Nickel articles","7598","Small shipments in extra trade (Chapter 75)"
"76","Aluminum articles","7601","Raw Aluminium"
"76","Aluminum articles","7602","Scrap Aluminium"
"76","Aluminum articles","7603","Aluminium Powder"
"76","Aluminum articles","7604","Aluminium Bars"
"76","Aluminum articles","7605","Aluminium Wire"
"76","Aluminum articles","7606","Aluminium Plating"
"76","Aluminum articles","7607","Aluminium Foil"
"76","Aluminum articles","7608","Aluminium Pipes"
"76","Aluminum articles","7609","Aluminium Pipe Fittings"
"76","Aluminum articles","7610","Aluminium Structures"
"76","Aluminum articles","7611","Large Aluminium Containers"
"76","Aluminum articles","7612","Aluminium Cans"
"76","Aluminum articles","7613","Aluminium Gas Containers"
"76","Aluminum articles","7614","Stranded Aluminium Wire"
"76","Aluminum articles","7615","Aluminium Housewares"
"76","Aluminum articles","7616","Other Aluminium Products"
"76","Aluminum articles","7698","Small shipments in extra trade (Chapter 76)"
"78","Lead articles","7801","Raw Lead"
"78","Lead articles","7802","Scrap Lead"
"78","Lead articles","7803","Lead Bars"
"78","Lead articles","7804","Lead Sheets"
"78","Lead articles","7805","Lead Pipes"
"78","Lead articles","7806","Other Lead Products"
"78","Lead articles","7898","Small shipments in extra trade (Chapter 78)"
"79","Zinc articles","7901","Raw Zinc"
"79","Zinc articles","7902","Scrap Waste"
"79","Zinc articles","7903","Zinc Powder"
"79","Zinc articles","7904","Zinc Bars"
"79","Zinc articles","7905","Zinc Sheets"
"79","Zinc articles","7906","Zinc Pipes"
"79","Zinc articles","7907","Other Zinc Products"
"79","Zinc articles","7998","Small shipments in extra trade (Chapter 79)"
"80","Tin articles","8001","Raw Tin"
"80","Tin articles","8002","Scrap Tin"
"80","Tin articles","8003","Tin Bars"
"80","Tin articles","8004","Tin Plating"
"80","Tin articles","8005","Tin Foil"
"80","Tin articles","8006","Tin pipes or tubes and pipe fittings"
"80","Tin articles","8007","Other Tin Products"
"80","Tin articles","8098","Small shipments in extra trade (Chapter 80)"
"81","Cermet articles","8101","Tungsten"
"81","Cermet articles","8102","Molybdenum"
"81","Cermet articles","8103","Tantalum"
"81","Cermet articles","8104","Magnesium"
"81","Cermet articles","8105","Cobalt"
"81","Cermet articles","8106","Bismuth"
"81","Cermet articles","8107","Cadmium"
"81","Cermet articles","8108","Titanium"
"81","Cermet articles","8109","Zirconium"
"81","Cermet articles","8110","Antimony"
"81","Cermet articles","8111","Manganese"
"81","Cermet articles","8112","Other Metals"
"81","Cermet articles","8113","Cermets"
"81","Cermet articles","8198","Small shipments in extra trade (Chapter 81)"
"82","Tools & cutlery","8201","Garden Tools"
"82","Tools & cutlery","8202","Hand Saws"
"82","Tools & cutlery","8203","Hand Tools"
"82","Tools & cutlery","8204","Wrenches"
"82","Tools & cutlery","8205","Other Hand Tools"
"82","Tools & cutlery","8206","Tool Sets"
"82","Tools & cutlery","8207","Interchangeable Tool Parts"
"82","Tools & cutlery","8208","Cutting Blades"
"82","Tools & cutlery","8209","Tool Plates"
"82","Tools & cutlery","8210","Cooking Hand Tools"
"82","Tools & cutlery","8211","Knives"
"82","Tools & cutlery","8212","Razor Blades"
"82","Tools & cutlery","8213","Scissors"
"82","Tools & cutlery","8214","Other Cutlery"
"82","Tools & cutlery","8215","Cutlery Sets"
"82","Tools & cutlery","8298","Small shipments in extra trade (Chapter 82)"
"83","Miscellaneous metal products","8301","Padlocks"
"83","Miscellaneous metal products","8302","Metal Mountings"
"83","Miscellaneous metal products","8303","Safes"
"83","Miscellaneous metal products","8304","Filing Cabinets"
"83","Miscellaneous metal products","8305","Metal Office Supplies"
"83","Miscellaneous metal products","8306","Bells and Other Metal Ornaments"
"83","Miscellaneous metal products","8307","Flexible Metal Tubing"
"83","Miscellaneous metal products","8308","Other Metal Fasteners"
"83","Miscellaneous metal products","8309","Metal Stoppers"
"83","Miscellaneous metal products","8310","Metal Signs"
"83","Miscellaneous metal products","8311","Coated Metal Soldering Products"
"83","Miscellaneous metal products","8398","Small shipments in extra trade (Chapter 83)"
"84","Machinery, mechanical appliances, & parts","8401","Nuclear Reactors"
"84","Machinery, mechanical appliances, & parts","8402","Steam Boilers"
"84","Machinery, mechanical appliances, & parts","8403","Central Heating Boilers"
"84","Machinery, mechanical appliances, & parts","8404","Boiler Plants"
"84","Machinery, mechanical appliances, & parts","8405","Water and Gas Generators"
"84","Machinery, mechanical appliances, & parts","8406","Steam Turbines"
"84","Machinery, mechanical appliances, & parts","8407","Spark-Ignition Engines"
"84","Machinery, mechanical appliances, & parts","8408","Combustion Engines"
"84","Machinery, mechanical appliances, & parts","8409","Engine Parts"
"84","Machinery, mechanical appliances, & parts","8410","Hydraulic Turbines"
"84","Machinery, mechanical appliances, & parts","8411","Gas Turbines"
"84","Machinery, mechanical appliances, & parts","8412","Other Engines"
"84","Machinery, mechanical appliances, & parts","8413","Liquid Pumps"
"84","Machinery, mechanical appliances, & parts","8414","Air Pumps"
"84","Machinery, mechanical appliances, & parts","8415","Air Conditioners"
"84","Machinery, mechanical appliances, & parts","8416","Liquid Fuel Furnaces"
"84","Machinery, mechanical appliances, & parts","8417","Industrial Furnaces"
"84","Machinery, mechanical appliances, & parts","8418","Refrigerators"
"84","Machinery, mechanical appliances, & parts","8419","Other Heating Machinery"
"84","Machinery, mechanical appliances, & parts","8420","Rolling Machines"
"84","Machinery, mechanical appliances, & parts","8421","Centrifuges"
"84","Machinery, mechanical appliances, & parts","8422","Washing and Bottling Machines"
"84","Machinery, mechanical appliances, & parts","8423","Scales"
"84","Machinery, mechanical appliances, & parts","8424","Liquid Dispersing Machines"
"84","Machinery, mechanical appliances, & parts","8425","Pulley Systems"
"84","Machinery, mechanical appliances, & parts","8426","Cranes"
"84","Machinery, mechanical appliances, & parts","8427","Fork-Lifts"
"84","Machinery, mechanical appliances, & parts","8428","Lifting Machinery"
"84","Machinery, mechanical appliances, & parts","8429","Large Construction Vehicles"
"84","Machinery, mechanical appliances, & parts","8430","Other Construction Vehicles"
"84","Machinery, mechanical appliances, & parts","8431","Excavation Machinery"
"84","Machinery, mechanical appliances, & parts","8432","Soil Preparation Machinery"
"84","Machinery, mechanical appliances, & parts","8433","Harvesting Machinery"
"84","Machinery, mechanical appliances, & parts","8434","Dairy Machinery"
"84","Machinery, mechanical appliances, & parts","8435","Fruit Pressing Machinery"
"84","Machinery, mechanical appliances, & parts","8436","Other Agricultural Machinery"
"84","Machinery, mechanical appliances, & parts","8437","Mill Machinery"
"84","Machinery, mechanical appliances, & parts","8438","Industrial Food Preperation Machinery"
"84","Machinery, mechanical appliances, & parts","8439","Papermaking Machines"
"84","Machinery, mechanical appliances, & parts","8440","Book-binding Machines"
"84","Machinery, mechanical appliances, & parts","8441","Other Paper Machinery"
"84","Machinery, mechanical appliances, & parts","8442","Print Production Machinery"
"84","Machinery, mechanical appliances, & parts","8443","Industrial Printers"
"84","Machinery, mechanical appliances, & parts","8444","Artificial Textile Machinery"
"84","Machinery, mechanical appliances, & parts","8445","Textile Fiber Machinery"
"84","Machinery, mechanical appliances, & parts","8446","Looms"
"84","Machinery, mechanical appliances, & parts","8447","Knitting Machines"
"84","Machinery, mechanical appliances, & parts","8448","Knitting Machine Accessories"
"84","Machinery, mechanical appliances, & parts","8449","Felt Machinery"
"84","Machinery, mechanical appliances, & parts","8450","Household Washing Machines"
"84","Machinery, mechanical appliances, & parts","8451","Textile Processing Machines"
"84","Machinery, mechanical appliances, & parts","8452","Sewing Machines"
"84","Machinery, mechanical appliances, & parts","8453","Leather Machinery"
"84","Machinery, mechanical appliances, & parts","8454","Casting Machines"
"84","Machinery, mechanical appliances, & parts","8455","Metal-Rolling Mills"
"84","Machinery, mechanical appliances, & parts","8456","Non-Mechanical Removal Machinery"
"84","Machinery, mechanical appliances, & parts","8457","Metalworking Transfer Machines"
"84","Machinery, mechanical appliances, & parts","8458","Metal Lathes"
"84","Machinery, mechanical appliances, & parts","8459","Drilling Machines"
"84","Machinery, mechanical appliances, & parts","8460","Metal Finishing Machines"
"84","Machinery, mechanical appliances, & parts","8461","Metalworking Machines"
"84","Machinery, mechanical appliances, & parts","8462","Forging Machines"
"84","Machinery, mechanical appliances, & parts","8463","Other Non-Metal Removal Machinery"
"84","Machinery, mechanical appliances, & parts","8464","Stone Working Machines"
"84","Machinery, mechanical appliances, & parts","8465","Woodworking machines"
"84","Machinery, mechanical appliances, & parts","8466","Metalworking Machine Parts"
"84","Machinery, mechanical appliances, & parts","8467","Motor-working Tools"
"84","Machinery, mechanical appliances, & parts","8468","Soldering and Welding Machinery"
"84","Machinery, mechanical appliances, & parts","8469","Typewriters"
"84","Machinery, mechanical appliances, & parts","8470","Calculators"
"84","Machinery, mechanical appliances, & parts","8471","Computers"
"84","Machinery, mechanical appliances, & parts","8472","Other Office Machines"
"84","Machinery, mechanical appliances, & parts","8473","Office Machine Parts"
"84","Machinery, mechanical appliances, & parts","8474","Stone Processing Machines"
"84","Machinery, mechanical appliances, & parts","8475","Glass Working Machines"
"84","Machinery, mechanical appliances, & parts","8476","Vending Machines"
"84","Machinery, mechanical appliances, & parts","8477","Rubberworking Machinery"
"84","Machinery, mechanical appliances, & parts","8478","Tobacco Processing Machines"
"84","Machinery, mechanical appliances, & parts","8479","Machinery Having Individual Functions"
"84","Machinery, mechanical appliances, & parts","8480","Metal Molds"
"84","Machinery, mechanical appliances, & parts","8481","Valves"
"84","Machinery, mechanical appliances, & parts","8482","Ball Bearings"
"84","Machinery, mechanical appliances, & parts","8483","Transmissions"
"84","Machinery, mechanical appliances, & parts","8484","Gaskets"
"84","Machinery, mechanical appliances, & parts","8485","Boat Propellers"
"84","Machinery, mechanical appliances, & parts","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays"
"84","Machinery, mechanical appliances, & parts","8487","Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter."
"84","Machinery, mechanical appliances, & parts","8498","Small shipments in extra trade (Chapter 84)"
"85","Electrical machinery and electronics","8501","Electric Motors"
"85","Electrical machinery and electronics","8502","Electric Generating Sets"
"85","Electrical machinery and electronics","8503","Electric Motor Parts"
"85","Electrical machinery and electronics","8504","Electrical Transformers"
"85","Electrical machinery and electronics","8505","Electromagnets"
"85","Electrical machinery and electronics","8506","Batteries"
"85","Electrical machinery and electronics","8507","Electric Batteries"
"85","Electrical machinery and electronics","8508","Vacuum Cleaners"
"85","Electrical machinery and electronics","8509","Other Domestic Electric Housewares"
"85","Electrical machinery and electronics","8510","Hair Trimmers"
"85","Electrical machinery and electronics","8511","Electrical Ignitions"
"85","Electrical machinery and electronics","8512","Electrical Lighting and Signalling Equipment"
"85","Electrical machinery and electronics","8513","Portable Lighting"
"85","Electrical machinery and electronics","8514","Electric Furnaces"
"85","Electrical machinery and electronics","8515","Electric Soldering Equipment"
"85","Electrical machinery and electronics","8516","Electric Heaters"
"85","Electrical machinery and electronics","8517","Telephones"
"85","Electrical machinery and electronics","8518","Microphones and Headphones"
"85","Electrical machinery and electronics","8519","Sound Recording Equipment"
"85","Electrical machinery and electronics","8520","Dictation Machines"
"85","Electrical machinery and electronics","8521","Video Recording Equipment"
"85","Electrical machinery and electronics","8522","Audio and Video Recording Accessories"
"85","Electrical machinery and electronics","8523","Blank Audio Media"
"85","Electrical machinery and electronics","8524","Sound Recordings"
"85","Electrical machinery and electronics","8525","Broadcasting Equipment"
"85","Electrical machinery and electronics","8526","Navigation Equipment"
"85","Electrical machinery and electronics","8527","Radio Receivers"
"85","Electrical machinery and electronics","8528","Video Displays"
"85","Electrical machinery and electronics","8529","Broadcasting Accessories"
"85","Electrical machinery and electronics","8530","Traffic Signals"
"85","Electrical machinery and electronics","8531","Audio Alarms"
"85","Electrical machinery and electronics","8532","Electrical Capacitors"
"85","Electrical machinery and electronics","8533","Electrical Resistors"
"85","Electrical machinery and electronics","8534","Printed Circuit Boards"
"85","Electrical machinery and electronics","8535","High-voltage Protection Equipment"
"85","Electrical machinery and electronics","8536","Low-voltage Protection Equipment"
"85","Electrical machinery and electronics","8537","Electrical Control Boards"
"85","Electrical machinery and electronics","8538","Electrical Power Accessories"
"85","Electrical machinery and electronics","8539","Electric Filament"
"85","Electrical machinery and electronics","8540","Cathode Tubes"
"85","Electrical machinery and electronics","8541","Semiconductor Devices"
"85","Electrical machinery and electronics","8542","Integrated Circuits"
"85","Electrical machinery and electronics","8543","Other Electrical Machinery"
"85","Electrical machinery and electronics","8544","Insulated Wire"
"85","Electrical machinery and electronics","8545","Carbon-based Electronics"
"85","Electrical machinery and electronics","8546","Electrical Insulators"
"85","Electrical machinery and electronics","8547","Metal Insulating Fittings"
"85","Electrical machinery and electronics","8548","Electrical Parts"
"85","Electrical machinery and electronics","8549","E-waste and scrap"
"85","Electrical machinery and electronics","8598","Small shipments in extra trade (Chapter 85)"
"86","Railway and trams","8601","Electric Locomotives"
"86","Railway and trams","8602","Other Locomotives"
"86","Railway and trams","8603","Self-Propelled Rail Transport"
"86","Railway and trams","8604","Railway Maintenance Vehicles"
"86","Railway and trams","8605","Railway Passenger Cars"
"86","Railway and trams","8606","Railway Freight Cars"
"86","Railway and trams","8607","Locomotive Parts"
"86","Railway and trams","8608","Railway Track Fixtures"
"86","Railway and trams","8609","Railway Cargo Containers"
"86","Railway and trams","8698","Small shipments in extra trade (Chapter 86)"
"87","Cars, tractors, trucks & parts thereof.","8701","Tractors"
"87","Cars, tractors, trucks & parts thereof.","8702","Buses"
"87","Cars, tractors, trucks & parts thereof.","8703","Cars"
"87","Cars, tractors, trucks & parts thereof.","8704","Delivery Trucks"
"87","Cars, tractors, trucks & parts thereof.","8705","Special purpose motor vehicles"
"87","Cars, tractors, trucks & parts thereof.","8706","Motor vehicle (8701 to 8705) chassis fitted with engine"
"87","Cars, tractors, trucks & parts thereof.","8707","Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705)"
"87","Cars, tractors, trucks & parts thereof.","8708","Motor vehicles; parts and accessories (8701 to 8705)"
"87","Cars, tractors, trucks & parts thereof.","8709","Work Trucks"
"87","Cars, tractors, trucks & parts thereof.","8710","Tanks and Armored vehicles"
"87","Cars, tractors, trucks & parts thereof.","8711","Motorcycles and cycles"
"87","Cars, tractors, trucks & parts thereof.","8712","Bicycles, delivery tricycles, other cycles"
"87","Cars, tractors, trucks & parts thereof.","8713","Wheelchairs"
"87","Cars, tractors, trucks & parts thereof.","8714","Bi-Wheel Vehicle Parts"
"87","Cars, tractors, trucks & parts thereof.","8715","Baby Carriages"
"87","Cars, tractors, trucks & parts thereof.","8716","Trailers and semi-trailers, not mechanically propelled vehicles"
"87","Cars, tractors, trucks & parts thereof.","8798","Small shipments in extra trade (Chapter 87)"
"88","Aircraft and Spacecraft","8801","Non-powered Aircraft"
"88","Aircraft and Spacecraft","8802","Planes, Helicopters, and/or Spacecraft"
"88","Aircraft and Spacecraft","8803","Aircraft parts (gliders, balloons, and powered aircraft)"
"88","Aircraft and Spacecraft","8804","Parachutes"
"88","Aircraft and Spacecraft","8805","Aircraft Launch Gear"
"88","Aircraft and Spacecraft","8806","Drones"
"88","Aircraft and Spacecraft","8807","Aircraft parts for spacecraft, UAVs, and ground equipment"
"88","Aircraft and Spacecraft","8898","Small shipments in extra trade (Chapter 88)"
"89","Ships, boats, & floating structures","8901","Passenger and Cargo Ships"
"89","Ships, boats, & floating structures","8902","Fishing Ships"
"89","Ships, boats, & floating structures","8903","Recreational Boats"
"89","Ships, boats, & floating structures","8904","Tug Boats"
"89","Ships, boats, & floating structures","8905","Special Purpose Ships"
"89","Ships, boats, & floating structures","8906","Other Sea Vessels"
"89","Ships, boats, & floating structures","8907","Other Floating Structures"
"89","Ships, boats, & floating structures","8908","Scrap Vessels"
"89","Ships, boats, & floating structures","8998","Small shipments in extra trade (Chapter 89)"
"90","Optical, photo, & film equipment; medical instruments","9001","Optical Fibers and optical fibre bundles"
"90","Optical, photo, & film equipment; medical instruments","9002","Mirrors and Lenses"
"90","Optical, photo, & film equipment; medical instruments","9003","Eyewear Frames"
"90","Optical, photo, & film equipment; medical instruments","9004","Eyewear"
"90","Optical, photo, & film equipment; medical instruments","9005","Binoculars and Telescopes"
"90","Optical, photo, & film equipment; medical instruments","9006","Cameras"
"90","Optical, photo, & film equipment; medical instruments","9007","Video Cameras"
"90","Optical, photo, & film equipment; medical instruments","9008","Image Projectors"
"90","Optical, photo, & film equipment; medical instruments","9009","Photocopiers"
"90","Optical, photo, & film equipment; medical instruments","9010","Photo Lab Equipment"
"90","Optical, photo, & film equipment; medical instruments","9011","Microscopes"
"90","Optical, photo, & film equipment; medical instruments","9012","Non-optical Microscopes"
"90","Optical, photo, & film equipment; medical instruments","9013","LCDs"
"90","Optical, photo, & film equipment; medical instruments","9014","Compasses"
"90","Optical, photo, & film equipment; medical instruments","9015","Surveying Equipment"
"90","Optical, photo, & film equipment; medical instruments","9016","Balances"
"90","Optical, photo, & film equipment; medical instruments","9017","Drafting Tools"
"90","Optical, photo, & film equipment; medical instruments","9018","Medical Instruments"
"90","Optical, photo, & film equipment; medical instruments","9019","Therapeutic Appliances"
"90","Optical, photo, & film equipment; medical instruments","9020","Breathing Appliances"
"90","Optical, photo, & film equipment; medical instruments","9021","Orthopedic Appliances"
"90","Optical, photo, & film equipment; medical instruments","9022","X-Ray Equipment"
"90","Optical, photo, & film equipment; medical instruments","9023","Instructional Models"
"90","Optical, photo, & film equipment; medical instruments","9024","Tensile Testing Machines"
"90","Optical, photo, & film equipment; medical instruments","9025","Hydrometers"
"90","Optical, photo, & film equipment; medical instruments","9026","Gas and Liquid Flow Measuring Instruments"
"90","Optical, photo, & film equipment; medical instruments","9027","Chemical Analysis Instruments"
"90","Optical, photo, & film equipment; medical instruments","9028","Utility Meters"
"90","Optical, photo, & film equipment; medical instruments","9029","Revolution Counters"
"90","Optical, photo, & film equipment; medical instruments","9030","Oscilloscopes"
"90","Optical, photo, & film equipment; medical instruments","9031","Other Measuring Instruments"
"90","Optical, photo, & film equipment; medical instruments","9032","Thermostats"
"90","Optical, photo, & film equipment; medical instruments","9033","Opto-Electric Instrument Parts"
"90","Optical, photo, & film equipment; medical instruments","9098","Small shipments in extra trade (Chapter 90)"
"91","Clocks, watches, & parts","9101","Precious Metal Watches"
"91","Clocks, watches, & parts","9102","Base Metal Watches"
"91","Clocks, watches, & parts","9103","Clocks with Watch Movements"
"91","Clocks, watches, & parts","9104","Dashboard Clocks"
"91","Clocks, watches, & parts","9105","Other Clocks"
"91","Clocks, watches, & parts","9106","Time Recording Instruments"
"91","Clocks, watches, & parts","9107","Time Switches"
"91","Clocks, watches, & parts","9108","Watch Movements"
"91","Clocks, watches, & parts","9109","Clock Movements"
"91","Clocks, watches, & parts","9110","Incomplete Movement Sets"
"91","Clocks, watches, & parts","9111","Watch Cases and Parts"
"91","Clocks, watches, & parts","9112","Clock Cases and Parts"
"91","Clocks, watches, & parts","9113","Watch Straps"
"91","Clocks, watches, & parts","9114","Other Clocks and Watches"
"91","Clocks, watches, & parts","9198","Small shipments in extra trade (Chapter 91)"
"92","Musical instruments","9201","Pianos"
"92","Musical instruments","9202","String Instruments"
"92","Musical instruments","9203","Pipe Organs"
"92","Musical instruments","9204","Accordions"
"92","Musical instruments","9205","Wind Instruments"
"92","Musical instruments","9206","Percussion"
"92","Musical instruments","9207","Electric Musical Instruments"
"92","Musical instruments","9208","Other Musical Instruments"
"92","Musical instruments","9209","Musical Instrument Parts"
"92","Musical instruments","9298","Small shipments in extra trade (Chapter 92)"
"93","Weapons","9301","Military Weapons"
"93","Weapons","9302","Handguns"
"93","Weapons","9303","Other Firearms"
"93","Weapons","9304","Spring, Air, and Gas Guns"
"93","Weapons","9305","Weapons Parts and Accessories"
"93","Weapons","9306","Explosive Ammunition"
"93","Weapons","9307","Bladed Weapons and Accessories"
"94","Furniture, bedding, lamps, & prefab buildings","9401","Seats"
"94","Furniture, bedding, lamps, & prefab buildings","9402","Medical Furniture"
"94","Furniture, bedding, lamps, & prefab buildings","9403","Other Furniture"
"94","Furniture, bedding, lamps, & prefab buildings","9404","Mattresses"
"94","Furniture, bedding, lamps, & prefab buildings","9405","Light Fixtures"
"94","Furniture, bedding, lamps, & prefab buildings","9406","Prefabricated Buildings"
"94","Furniture, bedding, lamps, & prefab buildings","9498","Small shipments in extra trade (Chapter 94)"
"95","Toys, games, & sports","9501","Wheeled Toys"
"95","Toys, games, & sports","9502","Dolls"
"95","Toys, games, & sports","9503","Other toys"
"95","Toys, games, & sports","9504","Video and Card Games"
"95","Toys, games, & sports","9505","Party Decorations"
"95","Toys, games, & sports","9506","Sports Equipment"
"95","Toys, games, & sports","9507","Fishing and Hunting Equipment"
"95","Toys, games, & sports","9508","Fairground Amusements"
"95","Toys, games, & sports","9598","Small shipments in extra trade (Chapter 95)"
"96","Misc. manufactures","9601","Worked Ivory and Bone"
"96","Misc. manufactures","9602","Vegetable and Mineral Carvings"
"96","Misc. manufactures","9603","Brooms"
"96","Misc. manufactures","9604","Hand Sifters"
"96","Misc. manufactures","9605","Travel Kits"
"96","Misc. manufactures","9606","Buttons"
"96","Misc. manufactures","9607","Zippers"
"96","Misc. manufactures","9608","Pens"
"96","Misc. manufactures","9609","Pencils and Crayons"
"96","Misc. manufactures","9610","Chalkboards"
"96","Misc. manufactures","9611","Rubber Stamps"
"96","Misc. manufactures","9612","Ink Ribbons"
"96","Misc. manufactures","9613","Lighters"
"96","Misc. manufactures","9614","Smoking Pipes"
"96","Misc. manufactures","9615","Combs"
"96","Misc. manufactures","9616","Scent Sprays"
"96","Misc. manufactures","9617","Vacuum Flask"
"96","Misc. manufactures","9618","Mannequins"
"96","Misc. manufactures","9619","Sanitary towels (pads)"
"96","Misc. manufactures","9620","Monopods, bipods, tripods and similar articles"
"96","Misc. manufactures","9698","Small shipments in extra trade (Chapter 96)"
"97","Art & antiques","9701","Paintings"
"97","Art & antiques","9702","Prints"
"97","Art & antiques","9703","Sculptures"
"97","Art & antiques","9704","Revenue Stamps"
"97","Art & antiques","9705","Collector's Items"
"97","Art & antiques","9706","Antiques"
"97","Art & antiques","9798","Small shipments in extra trade (Chapter 97)"
"99","Unclassified","9998","Small shipments in extra trade (Chapter 99)"
"99","Unclassified","9999","Commodities not elsewhere specified"
